ds,y,Store
2014-01-01,118108.0,Store A
2014-01-02,6980556.0,Store A
2014-01-03,7024253.0,Store A
2014-01-04,6357259.0,Store A
2014-01-05,184905.0,Store A
2014-01-06,8661727.0,Store A
2014-01-07,10456932.0,Store A
2014-01-08,8643239.0,Store A
2014-01-09,8016642.0,Store A
2014-01-10,8548672.0,Store A
2014-01-11,6231179.0,Store A
2014-01-12,175744.0,Store A
2014-01-13,6089929.0,Store A
2014-01-14,5785842.0,Store A
2014-01-15,5779426.0,Store A
2014-01-16,5720266.0,Store A
2014-01-17,6332625.0,Store A
2014-01-18,6213031.0,Store A
2014-01-19,175778.0,Store A
2014-01-20,10648819.0,Store A
2014-01-21,8475207.0,Store A
2014-01-22,7970289.0,Store A
2014-01-23,7625568.0,Store A
2014-01-24,7851977.0,Store A
2014-01-25,5986034.0,Store A
2014-01-26,160153.0,Store A
2014-01-27,5689615.0,Store A
2014-01-28,5790602.0,Store A
2014-01-29,5809489.0,Store A
2014-01-30,6313068.0,Store A
2014-01-31,7935853.0,Store A
2014-02-01,6934170.0,Store A
2014-02-02,214940.0,Store A
2014-02-03,11757740.0,Store A
2014-02-04,9651472.0,Store A
2014-02-05,8456987.0,Store A
2014-02-06,8226263.0,Store A
2014-02-07,8075318.0,Store A
2014-02-08,6387706.0,Store A
2014-02-09,190226.0,Store A
2014-02-10,6451410.0,Store A
2014-02-11,6056843.0,Store A
2014-02-12,6046448.0,Store A
2014-02-13,6180416.0,Store A
2014-02-14,7086640.0,Store A
2014-02-15,6293698.0,Store A
2014-02-16,190158.0,Store A
2014-02-17,10675316.0,Store A
2014-02-18,8708285.0,Store A
2014-02-19,7855918.0,Store A
2014-02-20,7738889.0,Store A
2014-02-21,7862313.0,Store A
2014-02-22,6123882.0,Store A
2014-02-23,185005.0,Store A
2014-02-24,6036002.0,Store A
2014-02-25,5697449.0,Store A
2014-02-26,5960448.0,Store A
2014-02-27,6006428.0,Store A
2014-02-28,7874307.0,Store A
2014-03-01,7088957.0,Store A
2014-03-02,225564.0,Store A
2014-03-03,10254710.0,Store A
2014-03-04,9211960.0,Store A
2014-03-05,8802968.0,Store A
2014-03-06,8444592.0,Store A
2014-03-07,8486290.0,Store A
2014-03-08,6075937.0,Store A
2014-03-09,187110.0,Store A
2014-03-10,6204784.0,Store A
2014-03-11,5906003.0,Store A
2014-03-12,5795093.0,Store A
2014-03-13,5898902.0,Store A
2014-03-14,6447567.0,Store A
2014-03-15,6310072.0,Store A
2014-03-16,213125.0,Store A
2014-03-17,10311703.0,Store A
2014-03-18,8426401.0,Store A
2014-03-19,7849900.0,Store A
2014-03-20,7179418.0,Store A
2014-03-21,7681649.0,Store A
2014-03-22,6176931.0,Store A
2014-03-23,217517.0,Store A
2014-03-24,6506590.0,Store A
2014-03-25,5909575.0,Store A
2014-03-26,5840946.0,Store A
2014-03-27,6024721.0,Store A
2014-03-28,6822072.0,Store A
2014-03-29,6248819.0,Store A
2014-03-30,207045.0,Store A
2014-03-31,12062933.0,Store A
2014-04-01,9114237.0,Store A
2014-04-02,8314447.0,Store A
2014-04-03,8215262.0,Store A
2014-04-04,8575005.0,Store A
2014-04-05,6560749.0,Store A
2014-04-06,223163.0,Store A
2014-04-07,6624706.0,Store A
2014-04-08,6248167.0,Store A
2014-04-09,6410230.0,Store A
2014-04-10,6524511.0,Store A
2014-04-11,6910251.0,Store A
2014-04-12,6388099.0,Store A
2014-04-13,241475.0,Store A
2014-04-14,11683139.0,Store A
2014-04-15,10668363.0,Store A
2014-04-16,10024850.0,Store A
2014-04-17,10357418.0,Store A
2014-04-18,222365.0,Store A
2014-04-19,8428009.0,Store A
2014-04-20,186799.0,Store A
2014-04-21,240988.0,Store A
2014-04-22,6971756.0,Store A
2014-04-23,5997676.0,Store A
2014-04-24,6039156.0,Store A
2014-04-25,6219955.0,Store A
2014-04-26,5968493.0,Store A
2014-04-27,219630.0,Store A
2014-04-28,10667908.0,Store A
2014-04-29,9457130.0,Store A
2014-04-30,10841040.0,Store A
2014-05-01,238077.0,Store A
2014-05-02,11310699.0,Store A
2014-05-03,6850332.0,Store A
2014-05-04,227506.0,Store A
2014-05-05,10797063.0,Store A
2014-05-06,9073871.0,Store A
2014-05-07,8451824.0,Store A
2014-05-08,8356504.0,Store A
2014-05-09,8722646.0,Store A
2014-05-10,6828031.0,Store A
2014-05-11,242817.0,Store A
2014-05-12,6383523.0,Store A
2014-05-13,6128627.0,Store A
2014-05-14,6141038.0,Store A
2014-05-15,6252912.0,Store A
2014-05-16,6515173.0,Store A
2014-05-17,6052688.0,Store A
2014-05-18,234786.0,Store A
2014-05-19,10104320.0,Store A
2014-05-20,8264365.0,Store A
2014-05-21,7727052.0,Store A
2014-05-22,7517793.0,Store A
2014-05-23,8177009.0,Store A
2014-05-24,6130815.0,Store A
2014-05-25,224097.0,Store A
2014-05-26,6489410.0,Store A
2014-05-27,6286135.0,Store A
2014-05-28,7944392.0,Store A
2014-05-29,292254.0,Store A
2014-05-30,9846892.0,Store A
2014-05-31,6880606.0,Store A
2014-06-01,264670.0,Store A
2014-06-02,11662688.0,Store A
2014-06-03,9598519.0,Store A
2014-06-04,8807342.0,Store A
2014-06-05,8812312.0,Store A
2014-06-06,8857173.0,Store A
2014-06-07,6731210.0,Store A
2014-06-08,275989.0,Store A
2014-06-09,288181.0,Store A
2014-06-10,7416071.0,Store A
2014-06-11,6688764.0,Store A
2014-06-12,6939204.0,Store A
2014-06-13,7068339.0,Store A
2014-06-14,6574173.0,Store A
2014-06-15,238273.0,Store A
2014-06-16,10692037.0,Store A
2014-06-17,9295150.0,Store A
2014-06-18,9059505.0,Store A
2014-06-19,3307766.0,Store A
2014-06-20,9683407.0,Store A
2014-06-21,6065789.0,Store A
2014-06-22,230668.0,Store A
2014-06-23,6604967.0,Store A
2014-06-24,6040970.0,Store A
2014-06-25,5977803.0,Store A
2014-06-26,5802491.0,Store A
2014-06-27,6910940.0,Store A
2014-06-28,6586535.0,Store A
2014-06-29,257513.0,Store A
2014-06-30,13308602.0,Store A
2014-07-01,8240050.0,Store A
2014-07-02,7708595.0,Store A
2014-07-03,7204662.0,Store A
2014-07-04,6518718.0,Store A
2014-07-05,5377184.0,Store A
2014-07-06,241423.0,Store A
2014-07-07,6059587.0,Store A
2014-07-08,5119383.0,Store A
2014-07-09,4959489.0,Store A
2014-07-10,5729302.0,Store A
2014-07-11,5791635.0,Store A
2014-07-12,5329624.0,Store A
2014-07-13,268130.0,Store A
2014-07-14,8607714.0,Store A
2014-07-15,7684994.0,Store A
2014-07-16,7177840.0,Store A
2014-07-17,6837176.0,Store A
2014-07-18,6647315.0,Store A
2014-07-19,4689269.0,Store A
2014-07-20,248092.0,Store A
2014-07-21,5690785.0,Store A
2014-07-22,5274595.0,Store A
2014-07-23,5068787.0,Store A
2014-07-24,5179026.0,Store A
2014-07-25,5493418.0,Store A
2014-07-26,4887412.0,Store A
2014-07-27,244638.0,Store A
2014-07-28,8536879.0,Store A
2014-07-29,7323566.0,Store A
2014-07-30,7468663.0,Store A
2014-07-31,8284756.0,Store A
2014-08-01,7544719.0,Store A
2014-08-02,5300445.0,Store A
2014-08-03,273058.0,Store A
2014-08-04,9062750.0,Store A
2014-08-05,7530345.0,Store A
2014-08-06,6709611.0,Store A
2014-08-07,6772684.0,Store A
2014-08-08,6571862.0,Store A
2014-08-09,4938926.0,Store A
2014-08-10,249646.0,Store A
2014-08-11,5850906.0,Store A
2014-08-12,5281785.0,Store A
2014-08-13,5149918.0,Store A
2014-08-14,5395023.0,Store A
2014-08-15,5595129.0,Store A
2014-08-16,5021534.0,Store A
2014-08-17,255808.0,Store A
2014-08-18,9250961.0,Store A
2014-08-19,7698449.0,Store A
2014-08-20,7022798.0,Store A
2014-08-21,6616202.0,Store A
2014-08-22,6638319.0,Store A
2014-08-23,4958030.0,Store A
2014-08-24,248837.0,Store A
2014-08-25,5750763.0,Store A
2014-08-26,5056366.0,Store A
2014-08-27,5167298.0,Store A
2014-08-28,5355611.0,Store A
2014-08-29,6562758.0,Store A
2014-08-30,5643050.0,Store A
2014-08-31,274884.0,Store A
2014-09-01,9737203.0,Store A
2014-09-02,7854744.0,Store A
2014-09-03,7170145.0,Store A
2014-09-04,6799830.0,Store A
2014-09-05,6908744.0,Store A
2014-09-06,5010762.0,Store A
2014-09-07,228115.0,Store A
2014-09-08,5655302.0,Store A
2014-09-09,5259862.0,Store A
2014-09-10,5220667.0,Store A
2014-09-11,5288519.0,Store A
2014-09-12,5479788.0,Store A
2014-09-13,5134569.0,Store A
2014-09-14,243543.0,Store A
2014-09-15,8724338.0,Store A
2014-09-16,7191134.0,Store A
2014-09-17,6513743.0,Store A
2014-09-18,6397477.0,Store A
2014-09-19,6550530.0,Store A
2014-09-20,4915671.0,Store A
2014-09-21,242302.0,Store A
2014-09-22,5277645.0,Store A
2014-09-23,4977122.0,Store A
2014-09-24,4805992.0,Store A
2014-09-25,4969583.0,Store A
2014-09-26,5320736.0,Store A
2014-09-27,4975386.0,Store A
2014-09-28,220642.0,Store A
2014-09-29,8548286.0,Store A
2014-09-30,8893788.0,Store A
2014-10-01,7702334.0,Store A
2014-10-02,8155792.0,Store A
2014-10-03,307988.0,Store A
2014-10-04,6426083.0,Store A
2014-10-05,225796.0,Store A
2014-10-06,9028634.0,Store A
2014-10-07,7332784.0,Store A
2014-10-08,6869767.0,Store A
2014-10-09,6816808.0,Store A
2014-10-10,7047404.0,Store A
2014-10-11,5190193.0,Store A
2014-10-12,240423.0,Store A
2014-10-13,5445980.0,Store A
2014-10-14,5213744.0,Store A
2014-10-15,5110401.0,Store A
2014-10-16,5179446.0,Store A
2014-10-17,5449686.0,Store A
2014-10-18,4945733.0,Store A
2014-10-19,204991.0,Store A
2014-10-20,8078830.0,Store A
2014-10-21,6677374.0,Store A
2014-10-22,6129832.0,Store A
2014-10-23,6463607.0,Store A
2014-10-24,6523289.0,Store A
2014-10-25,4894704.0,Store A
2014-10-26,219359.0,Store A
2014-10-27,5508341.0,Store A
2014-10-28,5163755.0,Store A
2014-10-29,5285015.0,Store A
2014-10-30,6271893.0,Store A
2014-10-31,6106412.0,Store A
2014-11-01,3522395.0,Store A
2014-11-02,213741.0,Store A
2014-11-03,9953793.0,Store A
2014-11-04,8181287.0,Store A
2014-11-05,7493001.0,Store A
2014-11-06,7184058.0,Store A
2014-11-07,7298281.0,Store A
2014-11-08,5629423.0,Store A
2014-11-09,177774.0,Store A
2014-11-10,8095306.0,Store A
2014-11-11,7083145.0,Store A
2014-11-12,6686356.0,Store A
2014-11-13,6750180.0,Store A
2014-11-14,7064885.0,Store A
2014-11-15,5576429.0,Store A
2014-11-16,203453.0,Store A
2014-11-17,5849735.0,Store A
2014-11-18,5367537.0,Store A
2014-11-19,4888765.0,Store A
2014-11-20,5575878.0,Store A
2014-11-21,5816514.0,Store A
2014-11-22,5522528.0,Store A
2014-11-23,198298.0,Store A
2014-11-24,9020315.0,Store A
2014-11-25,7868758.0,Store A
2014-11-26,7518283.0,Store A
2014-11-27,7867510.0,Store A
2014-11-28,9172722.0,Store A
2014-11-29,7305547.0,Store A
2014-11-30,242056.0,Store A
2014-12-01,10276971.0,Store A
2014-12-02,8843822.0,Store A
2014-12-03,8258019.0,Store A
2014-12-04,8554042.0,Store A
2014-12-05,9801856.0,Store A
2014-12-06,6479401.0,Store A
2014-12-07,196469.0,Store A
2014-12-08,6560015.0,Store A
2014-12-09,6329729.0,Store A
2014-12-10,5909802.0,Store A
2014-12-11,6156944.0,Store A
2014-12-12,6501211.0,Store A
2014-12-13,6779226.0,Store A
2014-12-14,218670.0,Store A
2014-12-15,12133381.0,Store A
2014-12-16,10621060.0,Store A
2014-12-17,9483386.0,Store A
2014-12-18,9808212.0,Store A
2014-12-19,9518489.0,Store A
2014-12-20,7956411.0,Store A
2014-12-21,259248.0,Store A
2014-12-22,11007641.0,Store A
2014-12-23,10712124.0,Store A
2014-12-24,4612716.0,Store A
2014-12-25,155386.0,Store A
2014-12-26,205238.0,Store A
2014-12-27,5710292.0,Store A
2014-12-28,218071.0,Store A
2014-12-29,7291426.0,Store A
2014-12-30,7665743.0,Store A
2014-12-31,3895591.0,Store A
2015-01-01,130162.0,Store A
2015-01-02,7561431.0,Store A
2015-01-03,6150311.0,Store A
2015-01-04,197193.0,Store A
2015-01-05,11303805.0,Store A
2015-01-06,6791481.0,Store A
2015-01-07,8621857.0,Store A
2015-01-08,7646645.0,Store A
2015-01-09,7945387.0,Store A
2015-01-10,6277742.0,Store A
2015-01-11,183367.0,Store A
2015-01-12,9840664.0,Store A
2015-01-13,8538569.0,Store A
2015-01-14,7881690.0,Store A
2015-01-15,7774935.0,Store A
2015-01-16,8456148.0,Store A
2015-01-17,6525692.0,Store A
2015-01-18,195778.0,Store A
2015-01-19,6386391.0,Store A
2015-01-20,5744162.0,Store A
2015-01-21,5882045.0,Store A
2015-01-22,5933913.0,Store A
2015-01-23,6326166.0,Store A
2015-01-24,5811369.0,Store A
2015-01-25,179028.0,Store A
2015-01-26,9401803.0,Store A
2015-01-27,8392342.0,Store A
2015-01-28,7930037.0,Store A
2015-01-29,8024066.0,Store A
2015-01-30,9454954.0,Store A
2015-01-31,7354597.0,Store A
2015-02-01,225556.0,Store A
2015-02-02,10291172.0,Store A
2015-02-03,8904680.0,Store A
2015-02-04,8136074.0,Store A
2015-02-05,7973916.0,Store A
2015-02-06,8439787.0,Store A
2015-02-07,6594669.0,Store A
2015-02-08,208209.0,Store A
2015-02-09,6477197.0,Store A
2015-02-10,6345089.0,Store A
2015-02-11,6393495.0,Store A
2015-02-12,6151076.0,Store A
2015-02-13,7212357.0,Store A
2015-02-14,6701361.0,Store A
2015-02-15,217257.0,Store A
2015-02-16,9321996.0,Store A
2015-02-17,8299474.0,Store A
2015-02-18,8058390.0,Store A
2015-02-19,8031173.0,Store A
2015-02-20,8094451.0,Store A
2015-02-21,6290922.0,Store A
2015-02-22,199419.0,Store A
2015-02-23,5984980.0,Store A
2015-02-24,6021986.0,Store A
2015-02-25,6028364.0,Store A
2015-02-26,6471718.0,Store A
2015-02-27,7778945.0,Store A
2015-02-28,7421745.0,Store A
2015-03-01,228942.0,Store A
2015-03-02,10933146.0,Store A
2015-03-03,9234921.0,Store A
2015-03-04,8421680.0,Store A
2015-03-05,8263354.0,Store A
2015-03-06,8504508.0,Store A
2015-03-07,6565020.0,Store A
2015-03-08,201341.0,Store A
2015-03-09,6765029.0,Store A
2015-03-10,6211021.0,Store A
2015-03-11,6272025.0,Store A
2015-03-12,6376255.0,Store A
2015-03-13,6942094.0,Store A
2015-03-14,6625997.0,Store A
2015-03-15,244505.0,Store A
2015-03-16,10877344.0,Store A
2015-03-17,8792886.0,Store A
2015-03-18,7993269.0,Store A
2015-03-19,8073881.0,Store A
2015-03-20,8291098.0,Store A
2015-03-21,6398094.0,Store A
2015-03-22,235852.0,Store A
2015-03-23,6788834.0,Store A
2015-03-24,6226359.0,Store A
2015-03-25,6073784.0,Store A
2015-03-26,6362734.0,Store A
2015-03-27,7078009.0,Store A
2015-03-28,6829093.0,Store A
2015-03-29,226242.0,Store A
2015-03-30,12371453.0,Store A
2015-03-31,11222913.0,Store A
2015-04-01,11102030.0,Store A
2015-04-02,11400447.0,Store A
2015-04-03,242473.0,Store A
2015-04-04,9366558.0,Store A
2015-04-05,217211.0,Store A
2015-04-06,272921.0,Store A
2015-04-07,7896155.0,Store A
2015-04-08,6790649.0,Store A
2015-04-09,6560475.0,Store A
2015-04-10,6669239.0,Store A
2015-04-11,6445499.0,Store A
2015-04-12,244956.0,Store A
2015-04-13,11075002.0,Store A
2015-04-14,9166055.0,Store A
2015-04-15,8002511.0,Store A
2015-04-16,8396675.0,Store A
2015-04-17,8738327.0,Store A
2015-04-18,6569186.0,Store A
2015-04-19,237342.0,Store A
2015-04-20,6588863.0,Store A
2015-04-21,6039464.0,Store A
2015-04-22,6082195.0,Store A
2015-04-23,6153519.0,Store A
2015-04-24,6367560.0,Store A
2015-04-25,6305451.0,Store A
2015-04-26,234093.0,Store A
2015-04-27,10605500.0,Store A
2015-04-28,9302980.0,Store A
2015-04-29,9517703.0,Store A
2015-04-30,11327847.0,Store A
2015-05-01,264231.0,Store A
2015-05-02,8764984.0,Store A
2015-05-03,249207.0,Store A
2015-05-04,10995906.0,Store A
2015-05-05,8778928.0,Store A
2015-05-06,8633577.0,Store A
2015-05-07,8550616.0,Store A
2015-05-08,8665512.0,Store A
2015-05-09,7157061.0,Store A
2015-05-10,251720.0,Store A
2015-05-11,6732629.0,Store A
2015-05-12,6686277.0,Store A
2015-05-13,8147927.0,Store A
2015-05-14,289247.0,Store A
2015-05-15,8596524.0,Store A
2015-05-16,6497847.0,Store A
2015-05-17,255680.0,Store A
2015-05-18,10603240.0,Store A
2015-05-19,8925994.0,Store A
2015-05-20,8355497.0,Store A
2015-05-21,8228411.0,Store A
2015-05-22,8352281.0,Store A
2015-05-23,6773815.0,Store A
2015-05-24,261385.0,Store A
2015-05-25,299473.0,Store A
2015-05-26,7776413.0,Store A
2015-05-27,6876443.0,Store A
2015-05-28,6974793.0,Store A
2015-05-29,8372820.0,Store A
2015-05-30,7546769.0,Store A
2015-05-31,278690.0,Store A
2015-06-01,11743615.0,Store A
2015-06-02,9925193.0,Store A
2015-06-03,9731791.0,Store A
2015-06-04,3534231.0,Store A
2015-06-05,9724893.0,Store A
2015-06-06,6478518.0,Store A
2015-06-07,262497.0,Store A
2015-06-08,7366781.0,Store A
2015-06-09,6865990.0,Store A
2015-06-10,6524741.0,Store A
2015-06-11,6553081.0,Store A
2015-06-12,6606431.0,Store A
2015-06-13,6510261.0,Store A
2015-06-14,269533.0,Store A
2015-06-15,11570100.0,Store A
2015-06-16,9636747.0,Store A
2015-06-17,8618478.0,Store A
2015-06-18,8191358.0,Store A
2015-06-19,8458252.0,Store A
2015-06-20,6390661.0,Store A
2015-06-21,249849.0,Store A
2015-06-22,6552538.0,Store A
2015-06-23,6292372.0,Store A
2015-06-24,6257424.0,Store A
2015-06-25,6211764.0,Store A
2015-06-26,6634687.0,Store A
2015-06-27,6538314.0,Store A
2015-06-28,262669.0,Store A
2015-06-29,11916672.0,Store A
2015-06-30,11483932.0,Store A
2015-07-01,8989672.0,Store A
2015-07-02,8446293.0,Store A
2015-07-03,8530388.0,Store A
2015-07-04,6054276.0,Store A
2015-07-05,269248.0,Store A
2015-07-06,7540473.0,Store A
2015-07-07,6393024.0,Store A
2015-07-08,6915625.0,Store A
2015-07-09,6938182.0,Store A
2015-07-10,7064909.0,Store A
2015-07-11,6262022.0,Store A
2015-07-12,277047.0,Store A
2015-07-13,10841267.0,Store A
2015-07-14,9340405.0,Store A
2015-07-15,8756137.0,Store A
2015-07-16,8373873.0,Store A
2015-07-17,7949337.0,Store A
2015-07-18,6448982.0,Store A
2015-07-19,298418.0,Store A
2015-07-20,7339321.0,Store A
2015-07-21,6356482.0,Store A
2015-07-22,6110388.0,Store A
2015-07-23,6687068.0,Store A
2015-07-24,6601325.0,Store A
2015-07-25,6021666.0,Store A
2015-07-26,285865.0,Store A
2015-07-27,10707292.0,Store A
2015-07-28,9115073.0,Store A
2015-07-29,8499962.0,Store A
2015-07-30,8798854.0,Store A
2015-07-31,10109742.0,Store A
2013-01-01,106958.50000000001,Store B
2013-01-02,7644811.9,Store B
2013-01-03,6982602.000000001,Store B
2013-01-04,7302849.4,Store B
2013-01-05,6546752.300000001,Store B
2013-01-06,158294.40000000002,Store B
2013-01-07,11909532.8,Store B
2013-01-08,9624380.700000001,Store B
2013-01-09,8521263.3,Store B
2013-01-10,8526633.5,Store B
2013-01-11,8843236.600000001,Store B
2013-01-12,6619240.100000001,Store B
2013-01-13,158457.2,Store B
2013-01-14,6475466.800000001,Store B
2013-01-15,6063850.100000001,Store B
2013-01-16,5822322.000000001,Store B
2013-01-17,5925220.4,Store B
2013-01-18,6750711.000000001,Store B
2013-01-19,6611211.2,Store B
2013-01-20,166760.0,Store B
2013-01-21,9637181.4,Store B
2013-01-22,9152317.9,Store B
2013-01-23,8521219.3,Store B
2013-01-24,8183819.600000001,Store B
2013-01-25,8558867.9,Store B
2013-01-26,6433647.000000001,Store B
2013-01-27,157132.80000000002,Store B
2013-01-28,6466572.2,Store B
2013-01-29,5997934.800000001,Store B
2013-01-30,6500756.9,Store B
2013-01-31,7775423.7,Store B
2013-02-01,7923307.7,Store B
2013-02-02,7459915.100000001,Store B
2013-02-03,188721.50000000003,Store B
2013-02-04,11367016.100000001,Store B
2013-02-05,9725764.4,Store B
2013-02-06,8904283.3,Store B
2013-02-07,8173083.600000001,Store B
2013-02-08,8765422.600000001,Store B
2013-02-09,6777120.9,Store B
2013-02-10,189820.40000000002,Store B
2013-02-11,6068766.000000001,Store B
2013-02-12,6119853.300000001,Store B
2013-02-13,6792661.7,Store B
2013-02-14,7064521.2,Store B
2013-02-15,6880558.300000001,Store B
2013-02-16,6778356.2,Store B
2013-02-17,191913.7,Store B
2013-02-18,11774005.100000001,Store B
2013-02-19,8787539.200000001,Store B
2013-02-20,8535744.8,Store B
2013-02-21,8373068.000000001,Store B
2013-02-22,8625071.4,Store B
2013-02-23,6201739.500000001,Store B
2013-02-24,174962.7,Store B
2013-02-25,6176901.500000001,Store B
2013-02-26,6238361.800000001,Store B
2013-02-27,6609353.300000001,Store B
2013-02-28,7819869.2,Store B
2013-03-01,7968654.100000001,Store B
2013-03-02,7457285.000000001,Store B
2013-03-03,214751.90000000002,Store B
2013-03-04,12179950.200000001,Store B
2013-03-05,9837889.600000001,Store B
2013-03-06,8869235.100000001,Store B
2013-03-07,8779992.100000001,Store B
2013-03-08,8929968.3,Store B
2013-03-09,6667521.300000001,Store B
2013-03-10,181408.7,Store B
2013-03-11,6813991.800000001,Store B
2013-03-12,5872259.800000001,Store B
2013-03-13,6413810.7,Store B
2013-03-14,6707902.300000001,Store B
2013-03-15,7461682.800000001,Store B
2013-03-16,7104963.800000001,Store B
2013-03-17,212379.2,Store B
2013-03-18,11086014.5,Store B
2013-03-19,9381121.200000001,Store B
2013-03-20,8501781.200000001,Store B
2013-03-21,8686773.700000001,Store B
2013-03-22,9070591.200000001,Store B
2013-03-23,6971702.100000001,Store B
2013-03-24,210139.6,Store B
2013-03-25,11530811.600000001,Store B
2013-03-26,10236055.5,Store B
2013-03-27,10642167.8,Store B
2013-03-28,12559785.700000001,Store B
2013-03-29,235313.1,Store B
2013-03-30,10318442.200000001,Store B
2013-03-31,194059.80000000002,Store B
2013-04-01,265183.60000000003,Store B
2013-04-02,8098253.9,Store B
2013-04-03,7047086.2,Store B
2013-04-04,7145723.2,Store B
2013-04-05,7284268.2,Store B
2013-04-06,6788159.4,Store B
2013-04-07,208006.7,Store B
2013-04-08,11127162.200000001,Store B
2013-04-09,9260324.700000001,Store B
2013-04-10,8468656.9,Store B
2013-04-11,8338463.100000001,Store B
2013-04-12,8861981.700000001,Store B
2013-04-13,6626746.500000001,Store B
2013-04-14,200905.1,Store B
2013-04-15,6282237.500000001,Store B
2013-04-16,6235368.7,Store B
2013-04-17,6112366.7,Store B
2013-04-18,6298856.300000001,Store B
2013-04-19,6984891.100000001,Store B
2013-04-20,6606761.7,Store B
2013-04-21,207246.6,Store B
2013-04-22,10496200.0,Store B
2013-04-23,8852262.100000001,Store B
2013-04-24,7895503.000000001,Store B
2013-04-25,7833613.7,Store B
2013-04-26,8417676.3,Store B
2013-04-27,6939112.4,Store B
2013-04-28,225755.2,Store B
2013-04-29,11044200.200000001,Store B
2013-04-30,11621602.3,Store B
2013-05-01,221069.2,Store B
2013-05-02,10872808.100000001,Store B
2013-05-03,9864071.8,Store B
2013-05-04,7136490.9,Store B
2013-05-05,220370.7,Store B
2013-05-06,7573412.000000001,Store B
2013-05-07,7367527.2,Store B
2013-05-08,8462498.0,Store B
2013-05-09,256536.50000000003,Store B
2013-05-10,9329546.600000001,Store B
2013-05-11,7324528.2,Store B
2013-05-12,237151.2,Store B
2013-05-13,10809145.600000001,Store B
2013-05-14,9528460.700000001,Store B
2013-05-15,8544562.4,Store B
2013-05-16,8673375.700000001,Store B
2013-05-17,9048425.100000001,Store B
2013-05-18,7051507.100000001,Store B
2013-05-19,249488.80000000002,Store B
2013-05-20,279329.60000000003,Store B
2013-05-21,7924901.600000001,Store B
2013-05-22,6693758.500000001,Store B
2013-05-23,6830433.500000001,Store B
2013-05-24,7131451.800000001,Store B
2013-05-25,6387214.9,Store B
2013-05-26,221849.1,Store B
2013-05-27,10938976.4,Store B
2013-05-28,9229343.200000001,Store B
2013-05-29,9773564.9,Store B
2013-05-30,3765106.4000000004,Store B
2013-05-31,12005263.600000001,Store B
2013-06-01,7598525.000000001,Store B
2013-06-02,261958.40000000002,Store B
2013-06-03,11159487.9,Store B
2013-06-04,9379517.4,Store B
2013-06-05,8451506.8,Store B
2013-06-06,8411334.8,Store B
2013-06-07,8764421.600000001,Store B
2013-06-08,6593171.2,Store B
2013-06-09,248875.00000000003,Store B
2013-06-10,7334206.000000001,Store B
2013-06-11,6821567.500000001,Store B
2013-06-12,6557126.4,Store B
2013-06-13,6648627.7,Store B
2013-06-14,7576192.800000001,Store B
2013-06-15,6759315.2,Store B
2013-06-16,247571.50000000003,Store B
2013-06-17,11210509.200000001,Store B
2013-06-18,8910314.600000001,Store B
2013-06-19,7968132.7,Store B
2013-06-20,8088642.100000001,Store B
2013-06-21,9246908.0,Store B
2013-06-22,6808354.300000001,Store B
2013-06-23,247068.80000000002,Store B
2013-06-24,7162333.2,Store B
2013-06-25,6410614.100000001,Store B
2013-06-26,6631014.500000001,Store B
2013-06-27,7010268.100000001,Store B
2013-06-28,8387584.700000001,Store B
2013-06-29,7600033.100000001,Store B
2013-06-30,277403.5,Store B
2013-07-01,11826089.000000002,Store B
2013-07-02,9830265.5,Store B
2013-07-03,9258636.200000001,Store B
2013-07-04,9304157.5,Store B
2013-07-05,9222963.200000001,Store B
2013-07-06,6519739.600000001,Store B
2013-07-07,257805.90000000002,Store B
2013-07-08,7318298.9,Store B
2013-07-09,6772891.4,Store B
2013-07-10,6873345.600000001,Store B
2013-07-11,7131500.2,Store B
2013-07-12,7369382.9,Store B
2013-07-13,6586086.100000001,Store B
2013-07-14,278940.2,Store B
2013-07-15,12633283.3,Store B
2013-07-16,10073793.4,Store B
2013-07-17,9096084.8,Store B
2013-07-18,8901954.600000001,Store B
2013-07-19,9214123.600000001,Store B
2013-07-20,6536032.800000001,Store B
2013-07-21,258732.10000000003,Store B
2013-07-22,6914183.100000001,Store B
2013-07-23,6344246.7,Store B
2013-07-24,6563430.500000001,Store B
2013-07-25,6672337.100000001,Store B
2013-07-26,6897733.7,Store B
2013-07-27,5993537.000000001,Store B
2013-07-28,255686.2,Store B
2013-07-29,12429203.600000001,Store B
2013-07-30,11070966.5,Store B
2013-07-31,11322839.0,Store B
2013-08-01,9661833.5,Store B
2013-08-02,8894188.600000001,Store B
2013-08-03,6952913.000000001,Store B
2013-08-04,278132.80000000005,Store B
2013-08-05,7886882.300000001,Store B
2013-08-06,7003020.2,Store B
2013-08-07,7055924.7,Store B
2013-08-08,7073480.7,Store B
2013-08-09,7248228.9,Store B
2013-08-10,6469699.500000001,Store B
2013-08-11,267693.80000000005,Store B
2013-08-12,12250917.8,Store B
2013-08-13,10097439.0,Store B
2013-08-14,9360455.5,Store B
2013-08-15,7732490.7,Store B
2013-08-16,8951169.700000001,Store B
2013-08-17,6143027.000000001,Store B
2013-08-18,265972.30000000005,Store B
2013-08-19,7030215.500000001,Store B
2013-08-20,6588815.2,Store B
2013-08-21,6266625.2,Store B
2013-08-22,6335986.800000001,Store B
2013-08-23,6639529.600000001,Store B
2013-08-24,5937701.000000001,Store B
2013-08-25,247700.2,Store B
